1	tatanggapin	tanggap	VB	COOF	_|in|_|ta	0	_
15	na	na	CC	CCP	_|_|_|_	16	_
16	kapitana	kapitana	NN	NNP	_|_|_|_	14	_
17	ines	ines	NN	NNP	_|_|_|_	16	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	ito	ito	PR	DM	_|_|_|_	2	_
2	ay	ay	LM	LM	_|_|_|_	0	_
3	may	may	VB	VH	_|_|_|_	2	_
4	pamagat	pamagat	NN	CP	_|_|_|_	3	_
5	na	na	CC	CCP	_|_|_|_	4	_
6	nuestra	nuestra	NN	NNP	_|_|_|_	5	_
7	se�ora	se�ora	NN	NNP	_|_|_|_	6	_
8	de	de	CC	CCB	_|_|_|_	7	_
9	la	la	DT	CDSG	_|_|_|_	8	_
10	paz	paz	NN	NNP	_|_|_|_	9	_
11	y	y	CC	CCA	_|_|_|_	10	_
12	buen	buen	NN	NNP	_|_|_|_	11	_
13	viaje	viaje	NN	NNP	_|_|_|_	12	_
14	na	na	CC	CCP	_|_|_|_	6	_
15	patron	patron	NN	CP	_|_|_|_	14	_
16	ng	ng	CC	CCB	_|_|_|_	15	_
17	antipolo	antipolo	NN	NNP	_|_|_|_	16	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	masasabing	sabi	VB	COOF	ma|_|ng|sa	4	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	paglalarawan	larawan	NN	CP	pag|_|_|la	4	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	makatotohanan	makatotohanan	JJ	JCJD	_|_|_|_	4	_
6	bagama't	bagama't	CC	CCT	_|_|_|_	5	_
7	may	may	VB	VH	_|_|_|_	6	_
8	kalabisan	labis	NN	CP	ka|_|an|_	7	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	iginuhit	guhit	VB	PFOF	i|in|_|_	6	_
3	na	na	CC	CCP	_|_|_|_	2	_
4	pasyenteng	pasyente	NN	CP	_|_|ng|_	5	_
5	babae	babae	NN	CP	_|_|_|_	3	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	tila	tila	RB	RM	_|_|_|_	6	_
8	isang	isa	PR	PRI	_|_|ng|_	9	_
9	tunay	tunay	RB	RT	_|_|_|_	11	_
10	na	na	CC	CCP	_|_|_|_	9	_
11	bangkay	bangkay	NN	CP	_|_|_|_	7	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	puno	puno	JJ	JCJD	_|_|_|_	5	_
2	ng	ng	CC	CCB	_|_|_|_	1	_
3	tao	tao	NN	CP	_|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	sala	sala	NN	CP	_|_|_|_	0	_
6	ng	ng	CC	CCB	_|_|_|_	5	_
7	kabahayan	bahay	NN	CP	ka|_|an|_	6	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	ang	ang	DT	CD	_|_|_|_	3	_
2	mga	mga	DT	CDPL	_|_|_|_	3	_
3	lalaki	lalaki	NN	CP	_|_|_|_	4	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	hiwalay	hiwalay	JJ	JCJD	_|_|_|_	4	_
6	sa	sa	CC	CCT	_|_|_|_	8	_
7	mga	mga	DT	CDPL	_|_|_|_	8	_
8	babae	babae	NN	CP	_|_|_|_	5	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	agad	agad	RB	RD	_|_|_|_	3	_
2	silang	silang	PR	PRPL	_|_|_|_	3	_
3	nagtatakip	takip	RB	RD	nag|_|_|ta	0	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	pamaypay	pamaypay	NN	CP	_|_|_|_	3	_
6	sa	sa	CC	CCT	_|_|_|_	8	_
7	mga	mga	DT	CDPL	_|_|_|_	8	_
8	bibig	bibig	NN	CP	_|_|_|_	3	_
9	tuwing	tuwing	RB	RW	_|_|_|_	3	_
10	sila	sila	PR	PRPL	_|_|_|_	11	_
11	'y	'y	LM	LM	_|_|_|_	9	_
12	humihikab	hikab	VB	IMAF	_|um|_|hi	11	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	tagatanggap	tanggap	JJ	JCJD	taga|_|_|_	0	_
2	ng	ng	CC	CCB	_|_|_|_	3	_
3	panauhing	panauhin	NN	CP	_|_|g|_	1	_
4	mga	mga	DT	CDPL	_|_|_|_	5	_
5	pilipina	pilipina	NN	NNP	_|_|_|_	3	_
6	at	at	CC	CCA	_|_|_|_	5	_
7	espanyola	espanyola	NN	NNP	_|_|_|_	6	_
8	ang	ang	DT	CD	_|_|_|_	9	_
9	isang	isa	PR	PRI	_|_|ng|_	13	_
10	may	may	VB	VH	_|_|_|_	13	_
11	gulang	gulang	NN	CP	_|_|_|_	10	_
12	na	na	CC	CCP	_|_|_|_	11	_
13	pinsan	pinsan	NN	CP	_|_|_|_	1	_
14	ni	ni	DT	PDSG	_|_|_|_	13	_
15	kapitan	kapitan	NN	NNP	_|_|_|_	14	_
16	tiyago	tiyago	NN	NNP	_|_|_|_	15	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	hindi	hindi	RB	RF	_|_|_|_	3	_
2	siya	siya	PR	PRSG	_|_|_|_	4	_
3	mahusay	husay	RB	RD	ma|_|_|_	4	_
4	mangastila	mangastila	RB	RD	_|_|_|_	0	_
5	.	.	PM	PMP	_|_|_|_	4	_

1	nag-aabot	abot	VB	IMAF	nag|_|_|a	0	_
2	siya	siya	PR	PRSG	_|_|_|_	1	_
3	ng	ng	CC	CCB	_|_|_|_	4	_
4	buyo	buyo	NN	CP	_|_|_|_	1	_
5	at	at	CC	CCA	_|_|_|_	4	_
6	sigarilyo	sigarilyo	NN	CP	_|_|_|_	5	_
7	sa	sa	CC	CCT	_|_|_|_	9	_
8	mga	mga	DT	CDPL	_|_|_|_	9	_
9	espanyola	espanyola	NN	NNP	_|_|_|_	1	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	sa	sa	CC	CCT	_|_|_|_	3	_
2	mga	mga	DT	CDPL	_|_|_|_	3	_
3	pilipina	pilipina	NN	NNP	_|_|_|_	5	_
4	naman	naman	RB	RI	_|_|_|_	3	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	ang	ang	DT	CD	_|_|_|_	8	_
7	kanyang	kanya	PR	POSG	_|_|ng|_	8	_
8	kamay	kamay	NN	CP	_|_|_|_	5	_
9	upang	upang	CC	CCB	_|_|_|_	5	_
10	halikan	halik	VB	INOF	_|_|an|_	9	_
11	tulad	tulad	JJ	JCCC	_|_|_|_	10	_
12	ng	ng	JJ	JCCC	_|_|_|_	11	_
13	ginagawa	gawa	VB	IMOF	_|in|_|ga	12	_
14	sa	sa	CC	CCT	_|_|_|_	16	_
15	mga	mga	DT	CDPL	_|_|_|_	16	_
16	prayle	prayle	NN	CP	_|_|_|_	13	_
17	.	.	PM	PMP	_|_|_|_	16	_

1	nakaaalis	alis	JJ	JCJD	naka|_|_|a	0	_
2	lamang	lamang	RB	RI	_|_|_|_	1	_
3	siya	siya	PR	PRSG	_|_|_|_	1	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	gawaing	gawa	NN	CP	_|_|ing|_	1	_
6	iyon	iyon	PR	DM	_|_|_|_	5	_
7	kapag	kapag	RB	RK	_|_|_|_	1	_
8	narinig	rinig	VB	PFAF	na|_|_|_	7	_
9	niya	niya	PR	PRSG	_|_|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	pagkabasag	basag	NN	CP	pagka|_|_|_	8	_
12	ng	ng	CC	CCB	_|_|_|_	13	_
13	plato	plato	NN	CP	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	ang	ang	DT	CD	_|_|_|_	3	_
2	mga	mga	DT	CDPL	_|_|_|_	3	_
3	kalalakihan	laki	NN	CP	ka|_|han|la	5	_
4	naman	naman	RB	RI	_|_|_|_	3	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	maiingay	ingay	JJ	JCJD	mai|_|_|_	5	_
7	.	.	PM	PMP	_|_|_|_	5	_

1	mapapansin	pansin	VB	INAF	ma|_|_|pa	0	_
2	sa	sa	CC	CCT	_|_|_|_	4	_
3	isang	isa	PR	PRI	_|_|ng|_	4	_
4	sulok	sulok	NN	CP	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	7	_
6	ilang	ilang	PR	QISG	_|_|_|_	7	_
7	kadeteng	kadete	NN	CP	_|_|ng|_	8	_
8	nagkukuwentuhan	kuwento	VB	IMAF	nag|_|han|ku	1	_
9	sabay	sabay	JJ	JCJD	_|_|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	paggalaw	galaw	NN	CP	pag|_|_|_	9	_
12	ng	ng	CC	CCB	_|_|_|_	14	_
13	kanilang	kanila	PR	POPL	_|_|ng|_	14	_
14	katawan	katawan	NN	CP	_|_|_|_	9	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	hihinaan	hina	VB	COOF	_|_|an|hi	0	_
2	nila	nila	PR	PRPL	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	5	_
4	kanilang	kanila	PR	POPL	_|_|ng|_	5	_
5	boses	boses	NN	CP	_|_|_|_	1	_
6	sa	sa	CC	CCT	_|_|_|_	7	_
7	pagtuturo	turo	NN	CP	pag|_|_|tu	1	_
8	sa	sa	CC	CCT	_|_|_|_	11	_
9	iba't	iba't	JJ	JCJD	_|_|_|_	11	_
10	ibang	ibang	JJ	JCJD	_|_|_|_	9	_
11	panauhin	panauhin	NN	CP	_|_|_|_	7	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	kung	kung	RB	RK	_|_|_|_	2	_
2	minsan	minsan	RB	RW	_|_|_|_	4	_
3	naman	naman	RB	RI	_|_|_|_	2	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	pigil	pigil	JJ	JCJD	_|_|_|_	4	_
6	ang	ang	DT	CD	_|_|_|_	7	_
7	pagbunghalit	bunghalit	NN	CP	pag|_|_|_	5	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	kanilang	kanila	PR	POPL	_|_|ng|_	10	_
10	tawa	tawa	NN	CP	_|_|_|_	8	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	ang	ang	DT	CD	_|_|_|_	3	_
2	matandang	tanda	JJ	JCJD	ma|_|ng|_	3	_
3	militar	militar	NN	CP	_|_|_|_	4	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	tinyente	tinyente	NN	CP	_|_|_|_	4	_
6	ng	ng	CC	CCB	_|_|_|_	5	_
7	guardia	guardia	NN	CP	_|_|_|_	6	_
8	civil	civil	NN	CP	_|_|_|_	7	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	mataas	taas	JJ	JCJD	ma|_|_|_	2	_
2	siya	siya	PR	PRSG	_|_|_|_	0	_
3	,	,	PM	PMC	_|_|_|_	4	_
4	hindi	hindi	RB	RF	_|_|_|_	5	_
5	maingay	ingay	JJ	JCJD	ma|_|_|_	2	_
6	ngunit	ngunit	CC	CCT	_|_|_|_	5	_
7	may	may	VB	VH	_|_|_|_	6	_
8	paninindigan	panindigan	NN	CP	_|in|_|_	7	_
9	kapag	kapag	RB	RK	_|_|_|_	8	_
10	nagsalita	salita	VB	PFAF	nag|_|_|_	9	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	katulad	tulad	JJ	JCCC	ka|_|_|_	0	_
2	siya	siya	PR	PRSG	_|_|_|_	1	_
3	ng	ng	CC	CCB	_|_|_|_	5	_
4	isang	isa	PR	PRI	_|_|ng|_	5	_
5	duke	duke	NN	CP	_|_|_|_	1	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	laging	laging	RB	RW	_|_|_|_	6	_
8	nasa	nasa	RB	RL	_|_|_|_	7	_
9	likuran	likuran	RB	RL	_|_|_|_	8	_
10	ng	ng	CC	CCB	_|_|_|_	9	_
11	kanyang	kanya	PR	POSG	_|_|ng|_	13	_
12	mga	mga	DT	CDPL	_|_|_|_	13	_
13	sundalo	sundalo	NN	CP	_|_|_|_	10	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	isa	isa	PR	PRI	_|_|_|_	6	_
3	sa	sa	CC	CCT	_|_|_|_	2	_
4	mga	mga	DT	CDPL	_|_|_|_	3	_
5	prayle	prayle	NN	CP	_|_|_|_	3	_
6	ay	ay	LM	LM	_|_|_|_	0	_
7	dominiko	dominiko	NN	NNP	_|_|_|_	6	_
8	.	.	PM	PMP	_|_|_|_	7	_

1	siya	siya	PR	PRSG	_|_|_|_	3	_
2	ang	ang	DT	CD	_|_|_|_	3	_
3	kura	kura	NN	CP	_|_|_|_	0	_
4	ng	ng	CC	CCB	_|_|_|_	5	_
5	binondo	binondo	NN	NNP	_|_|_|_	3	_
6	at	at	CC	CCA	_|_|_|_	5	_
7	dating	dating	JJ	JCJD	_|_|_|_	8	_
8	propesor	propesor	NN	CP	_|_|_|_	6	_
9	sa	sa	CC	CCT	_|_|_|_	8	_
10	san	san	NN	NNP	_|_|_|_	9	_
11	juan	juan	NN	NNP	_|_|_|_	10	_
12	de	de	CC	CCB	_|_|_|_	11	_
13	letran	letran	NN	NNP	_|_|_|_	12	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	balita	balita	NN	CP	_|_|_|_	0	_
2	ang	ang	DT	CD	_|_|_|_	4	_
3	kanyang	kanya	PR	POSG	_|_|ng|_	4	_
4	kahusayan	husay	NN	CP	ka|_|an|_	1	_
5	sa	sa	CC	CCT	_|_|_|_	4	_
6	pakikipagtalo	talo	NN	CP	pakikipag|_|_|_	5	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	bagama't	bagama't	CC	CCT	_|_|_|_	2	_
2	di-gaanong	gaano	JJ	JCCN	di|_|ng|_	3	_
3	palasalita	salita	JJ	JCJD	pala|_|_|_	4	_
4	ay	ay	LM	LM	_|_|_|_	0	_
5	tinitimbang	timbang	VB	IMOF	_|in|_|ti	4	_
6	at	at	CC	CCA	_|_|_|_	5	_
7	sinusuri	suri	VB	IMOF	_|in|_|su	6	_
8	muna	muna	RB	RI	_|_|_|_	7	_
9	niya	niya	PR	PRSG	_|_|_|_	5	_
10	ang	ang	DT	CD	_|_|_|_	12	_
11	bawat	bawat	PR	PRI	_|_|_|_	12	_
12	pahayag	pahayag	NN	CP	_|_|_|_	5	_
13	na	na	CC	CCP	_|_|_|_	12	_
14	mamumutawi	mutawi	JJ	JCJD	ma|_|_|mu	13	_
15	sa	sa	CC	CCT	_|_|_|_	18	_
16	kanyang	kanya	PR	POSG	_|_|ng|_	18	_
17	mga	mga	DT	CDPL	_|_|_|_	18	_
18	labi	labi	NN	CP	_|_|_|_	14	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	ang	ang	DT	CD	_|_|_|_	4	_
2	isa	isa	PR	PRI	_|_|_|_	4	_
3	pang	pang	RB	RI	_|_|_|_	2	_
4	prayle	prayle	NN	CP	_|_|_|_	5	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	pransiskano	pransiskano	NN	NNP	_|_|_|_	5	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	masayahin	saya	JJ	JCJD	ma|_|hin|_	3	_
2	itong	ito	PR	DM	_|_|ng|_	3	_
3	tao	tao	NN	CP	_|_|_|_	0	_
4	,	,	PM	PMC	_|_|_|_	5	_
5	palasalita	salita	JJ	JCJD	pala|_|_|_	3	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	sinasabayan	sabay	VB	IMOF	_|in|an|sa	6	_
8	ng	ng	CC	CCB	_|_|_|_	10	_
9	maraming	maraming	JJ	JCJD	_|_|_|_	10	_
10	kumpas	kumpas	NN	CP	_|_|_|_	7	_
11	.	.	PM	PMP	_|_|_|_	10	_

1	kahit	kahit	CC	CCT	_|_|_|_	2	_
2	abuhin	abu	VB	INOF	_|_|hin|_	7	_
3	na	na	CC	CCP	_|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	6	_
5	kanyang	kanya	PR	POSG	_|_|ng|_	6	_
6	buhok	buhok	NN	CP	_|_|_|_	7	_
7	ay	ay	LM	LM	_|_|_|_	0	_
8	hahangaan	hanga	VB	INOF	_|_|an|ha	7	_
9	pa	pa	RB	RI	_|_|_|_	8	_
10	rin	rin	RB	RI	_|_|_|_	9	_
11	ang	ang	DT	CD	_|_|_|_	13	_
12	kanyang	kanya	PR	POSG	_|_|ng|_	13	_
13	kalusugan	kalusugan	NN	CP	_|_|_|_	8	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	may	may	VB	VH	_|_|_|_	2	_
2	kalaparan	kalaparan	NN	CP	_|_|_|_	6	_
3	ang	ang	DT	CD	_|_|_|_	6	_
4	kanyang	kanya	PR	POSG	_|_|ng|_	6	_
5	mga	mga	DT	CDPL	_|_|_|_	6	_
6	balikat	balikat	NN	CP	_|_|_|_	0	_
7	at	at	CC	CCA	_|_|_|_	6	_
8	ang	ang	DT	CD	_|_|_|_	10	_
9	mga	mga	DT	CDPL	_|_|_|_	10	_
10	salitang	salita	NN	CP	_|_|ng|_	11	_
11	binibigkas	bigkas	VB	IMOF	_|in|_|bi	13	_
12	niya	niya	PR	PRSG	_|_|_|_	11	_
13	ay	ay	LM	LM	_|_|_|_	7	_
14	tila	tila	RB	RM	_|_|_|_	15	_
15	nagbubuhat	buhat	VB	IMAF	nag|_|_|bu	13	_
16	sa	sa	CC	CCT	_|_|_|_	18	_
17	isang	isa	JJ	JN	_|_|ng|_	18	_
18	nakatataas	taas	JJ	JCJD	naka|_|_|ta	15	_
19	.	.	PM	PMP	_|_|_|_	18	_

1	parang	parang	CC	CCT	_|_|_|_	3	_
2	isang	isa	PR	PRI	_|_|ng|_	3	_
3	batas	batas	NN	CP	_|_|_|_	0	_
4	at	at	CC	CCA	_|_|_|_	3	_
5	utos	utos	NN	CP	_|_|_|_	4	_
6	na	na	CC	CCP	_|_|_|_	5	_
7	hindi	hindi	RB	RF	_|_|_|_	8	_
8	mababali	bali	JJ	JCJD	ma|_|_|ba	6	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	kung	kung	RB	RK	_|_|_|_	2	_
2	malakas	lakas	JJ	JCJD	ma|_|_|_	5	_
3	man	man	RB	RI	_|_|_|_	2	_
4	ang	ang	DT	CD	_|_|_|_	5	_
5	tono	tono	NN	CP	_|_|_|_	9	_
6	ng	ng	CC	CCB	_|_|_|_	5	_
7	boses	boses	NN	CP	_|_|_|_	6	_
8	niya	niya	PR	PRSG	_|_|_|_	7	_
9	ay	ay	LM	LM	_|_|_|_	0	_
10	higit	higit	JJ	JCCC	_|_|_|_	12	_
11	ding	ding	RB	RI	_|_|_|_	10	_
12	malakas	lakas	JJ	JCJD	ma|_|_|_	15	_
13	ang	ang	DT	CD	_|_|_|_	15	_
14	kanyang	kanya	PR	POSG	_|_|ng|_	15	_
15	halakhak	halakhak	NN	CP	_|_|_|_	9	_
16	.	.	PM	PMP	_|_|_|_	15	_

1	nagpapatunay	tunay	VB	IMAF	nagpa|_|_|pa	0	_
2	lamang	lamang	RB	RI	_|_|_|_	1	_
3	na	na	CC	CCP	_|_|_|_	1	_
4	masayahin	saya	JJ	JCJD	ma|_|hin|_	5	_
5	siya	siya	PR	PRSG	_|_|_|_	3	_
6	sa	sa	CC	CCT	_|_|_|_	5	_
7	kabila	kabila	CC	CCT	_|_|_|_	6	_
8	ng	ng	CC	CCB	_|_|_|_	7	_
9	matatalim	talim	JJ	JCJD	ma|_|_|ta	11	_
10	niyang	niya	PR	PRSG	_|_|ng|_	11	_
11	titig	titig	NN	CP	_|_|_|_	8	_
12	.	.	PM	PMP	_|_|_|_	11	_

1	isa	isa	PR	PRI	_|_|_|_	5	_
2	sa	sa	CC	CCT	_|_|_|_	1	_
3	mga	mga	DT	CDPL	_|_|_|_	4	_
4	paisano	paisano	NN	CP	_|_|_|_	2	_
5	ay	ay	LM	LM	_|_|_|_	0	_
6	si	si	DT	PDSG	_|_|_|_	8	_
7	ginoong	ginoo	NN	NNP	_|_|ng|_	8	_
8	laruja	laruja	NN	NNP	_|_|_|_	5	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	isang	isa	JJ	JN	_|_|ng|_	4	_
2	maliit	liit	JJ	JCJD	ma|_|_|_	4	_
3	na	na	CC	CCP	_|_|_|_	2	_
4	lalaking	laki	NN	CP	_|_|ng|la	0	_
5	may	may	VB	VH	_|_|_|_	4	_
6	balbas	balbas	NN	CP	_|_|_|_	5	_
7	.	.	PM	PMP	_|_|_|_	6	_

1	may	may	VB	VH	_|_|_|_	0	_
2	kakaiba	iba	JJ	JCJD	ka|_|_|_	1	_
3	siyang	siya	PR	PRSG	_|_|ng|_	2	_
4	hugis	hugis	NN	CP	_|_|_|_	2	_
5	ng	ng	CC	CCB	_|_|_|_	4	_
6	ilong	ilong	PR	QISG	_|_|_|_	5	_
7	na	na	CC	CCP	_|_|_|_	4	_
8	waring	wari	RB	RM	_|_|ng|_	9	_
9	hiniram	hiram	VB	PFOF	_|in|_|_	7	_
10	sa	sa	CC	CCT	_|_|_|_	12	_
11	ibang	ibang	PR	PRI	_|_|_|_	12	_
12	tao	tao	NN	CP	_|_|_|_	9	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	kasama	kasama	NN	CP	_|_|_|_	0	_
2	niya	niya	PR	PRSG	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	7	_
4	isa	isa	PR	PRI	_|_|_|_	7	_
5	pa	pa	RB	RI	_|_|_|_	4	_
6	ring	rin	RB	RI	_|_|g|_	5	_
7	paisano	paisano	NN	CP	_|_|_|_	1	_
8	na	na	CC	CCP	_|_|_|_	9	_
9	mestisuhing	mestisuhing	NN	CP	_|_|_|_	7	_
10	may	may	VB	VH	_|_|_|_	7	_
11	mapula-pulang	mapula-pulang	JJ	JCJD	_|_|_|_	12	_
12	buhok	buhok	NN	CP	_|_|_|_	10	_
13	.	.	PM	PMP	_|_|_|_	12	_

1	masaya	saya	JJ	JCJD	ma|_|_|_	2	_
2	siyang	siya	PR	PRSG	_|_|ng|_	3	_
3	nakikipag-usap	nakikipag-usap	VB	IMAF	_|_|_|_	0	_
4	sa	sa	CC	CCT	_|_|_|_	5	_
5	pransiskano	pransiskano	NN	NNP	_|_|_|_	3	_
6	.	.	PM	PMP	_|_|_|_	5	_

1	walang	wala	RB	RF	_|_|ng|_	2	_
2	sinumang	sinang	PR	PRI	_|um|_|_	3	_
3	makapagsasabing	sabi	VB	COAF	makapag|_|ng|sa	0	_
4	higit	higit	JJ	JCCM	_|_|_|_	6	_
5	siyang	siya	PR	PRSG	_|_|ng|_	3	_
6	matalino	talino	JJ	JCJD	ma|_|_|_	5	_
7	sa	sa	CC	CCT	_|_|_|_	8	_
8	akin	akin	PR	POSG	_|_|_|_	5	_
9	kung	kung	CC	CCR	_|_|_|_	6	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	pag-uusapan	usap	NN	CP	pag|_|an|u	12	_
12	ay	ay	LM	LM	_|_|_|_	9	_
13	ang	ang	DT	CD	_|_|_|_	14	_
14	indiyo	indiyo	NN	NNP	_|_|_|_	12	_
15	.	.	PM	PMP	_|_|_|_	14	_

1	hindi	hindi	RB	RF	_|_|_|_	5	_
2	pa	pa	RB	RI	_|_|_|_	1	_
3	ako	ako	PR	PRSG	_|_|_|_	6	_
4	gaanong	gaano	PR	QISG	_|_|ng|_	5	_
5	marunong	dunong	RB	RD	ma|_|_|_	6	_
6	managalog	tagalog	RB	RD	mang|_|_|_	0	_
7	noon	noon	RB	RW	_|_|_|_	6	_
8	ngunit	ngunit	CC	CCT	_|_|_|_	6	_
9	marami	marami	JJ	JCJD	_|_|_|_	8	_
10	na	na	RB	RI	_|_|_|_	9	_
11	ring	rin	RB	RI	_|_|g|_	10	_
12	mga	mga	DT	CDPL	_|_|_|_	13	_
13	babae	babae	NN	CP	_|_|_|_	9	_
14	ang	ang	DT	CD	_|_|_|_	15	_
15	nangungumpisal	kumpisal	VB	IMAF	nang|_|_|ngu	13	_
16	sa	sa	CC	CCT	_|_|_|_	17	_
17	akin	akin	PR	POSG	_|_|_|_	15	_
18	.	.	PM	PMP	_|_|_|_	17	_

1	inihatid	hatid	VB	PFOF	ini|_|_|_	0	_
2	nila	nila	PR	PRPL	_|_|_|_	1	_
3	ako	ako	PR	PRSG	_|_|_|_	1	_
4	sa	sa	CC	CCT	_|_|_|_	6	_
5	aking	akin	PR	POSG	_|_|g|_	6	_
6	pag-alis	alis	NN	CP	pag|_|_|_	1	_
7	at	at	CC	CCA	_|_|_|_	6	_
8	pinabaunan	pabaunan	VB	PFOF	_|in|_|_	7	_
9	pa	pa	RB	RI	_|_|_|_	8	_
10	ako	ako	PR	PRSG	_|_|_|_	8	_
11	ng	ng	CC	CCB	_|_|_|_	13	_
12	mga	mga	DT	CDPL	_|_|_|_	13	_
13	regalo	regalo	NN	CP	_|_|_|_	8	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	ang	ang	DT	CD	_|_|_|_	2	_
2	nakatutuwa	tuwa	JJ	JCJD	naka|_|_|tu	3	_
3	'y	'y	LM	LM	_|_|_|_	0	_
4	may	may	VB	VH	_|_|_|_	3	_
5	musiko	musiko	NN	CP	_|_|_|_	4	_
6	pa	pa	RB	RI	_|_|_|_	5	_
7	sa	sa	CC	CCT	_|_|_|_	9	_
8	aking	akin	PR	POSG	_|_|g|_	9	_
9	paglisan	lisan	NN	CP	pag|_|_|_	4	_
10	sa	sa	CC	CCT	_|_|_|_	9	_
11	lugar	lugar	NN	CP	_|_|_|_	10	_
12	na	na	CC	CCP	_|_|_|_	11	_
13	iyon	iyon	PR	DM	_|_|_|_	11	_
14	.	.	PM	PMP	_|_|_|_	13	_

1	sapat	sapat	JJ	JCJD	_|_|_|_	0	_
2	na	na	CC	CCP	_|_|_|_	1	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	panahong	panahon	NN	CP	_|_|g|_	1	_
5	iyon	iyon	PR	DM	_|_|_|_	4	_
6	upang	upang	CC	CCB	_|_|_|_	1	_
7	makilala	kilala	RB	RD	ma|_|_|la	6	_
8	nang	nang	RB	RD	_|_|_|_	7	_
9	lubusan	lubusan	RB	RD	_|_|_|_	8	_
10	ang	ang	DT	CD	_|_|_|_	11	_
11	bayan	bayan	NN	CP	_|_|_|_	12	_
12	.	.	PM	PMP	_|_|_|_	7	_

1	may	may	VB	VH	_|_|_|_	0	_
2	anim	anim	RB	RN	_|_|_|_	4	_
3	na	na	RB	RN	_|_|_|_	2	_
4	libo	libo	RB	RN	_|_|_|_	1	_
5	ang	ang	DT	CD	_|_|_|_	6	_
6	naninirahan	tira	VB	PFOF	na|_|an|ni	1	_
7	sa	sa	CC	CCT	_|_|_|_	8	_
8	san	san	NN	NNP	_|_|_|_	6	_
9	diego	diego	NN	NNP	_|_|_|_	8	_
10	.	.	PM	PMP	_|_|_|_	9	_

1	kilala	kilala	JJ	JCJD	_|_|_|_	0	_
2	ko	ko	PR	PRSG	_|_|_|_	3	_
3	ang	ang	DT	CD	_|_|_|_	4	_
4	lahat	lahat	PR	PRI	_|_|_|_	1	_
5	bilang	bilang	CC	CCT	_|_|_|_	4	_
6	ama	ama	NN	CP	_|_|_|_	5	_
7	at	at	CC	CCA	_|_|_|_	6	_
8	tagapag-alaga	alaga	NN	CP	tagapag|_|_|_	7	_
9	.	.	PM	PMP	_|_|_|_	8	_

1	batid	batid	VB	INAF	_|_|_|_	0	_
2	ko	ko	PR	PRSG	_|_|_|_	1	_
3	kung	kung	RB	RK	_|_|_|_	1	_
4	sino	sino	RB	RQ	_|_|_|_	3	_
5	ang	ang	DT	CD	_|_|_|_	6	_
